LIM001,409599.374,192702.767,0
LIM002,409808.672,192616.613,0
LIM003,409849.898,192706.640,0
LIM004,409885.779,192654.078,0
LIM005,409739.535,192567.022,0
LIM006,409707.842,192635.618,0
